,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,sanitize,protein
1,2.067023212433096,2424.432424228351,853800519410.2688,-2.9299999999999993,10.3258368657575,11.633740589442706,6.691720444041247,46.961218946165616,26.720603107398116,40.5245568882561,20.67261315429635,6.246975808144363,3.8292708238931734,2.4168653413300745,20.743546589226256,12.274957738082115,9.580000000419728,7.1502210234262105,4.96556765447237,4.745500000000004,144.82859999999985,609.5200000000009,608.0286552400006,37,584.32,3,9,7,3,12,10,196,0,3,1,1,1,1,1,2,0,0,4,0.28,0,0,133.23999999999998,258.80005710002916,20.259731096769837,0.0,22.312087343768816,0.0,11.336785877934737,42.29693095364306,51.88753409932868,38.40658367336731,31.50392626872651,0.0,18.597486348229694,10.023291153407584,0.0,11.938610575903699,64.52531941002715,0.0,4.305215991296234,0.0,24.468699156158564,24.862517964836556,69.29508657020037,0.0,16.1901105186822,54.91601777987893,10.046676307088426,60.44527542110809,20.522785222629565,0.0,58.137673907873776,58.85448788480207,1.4118420783282006,10.440598685398296,0.0,5.687386274683562,5.749511833283905,27.266729775884087,166.77091820516884,11.336785877934737,0.0,0.0,0.0,0.0,0.0,15.929943897949348,36.30539326787309,28.219926142153994,0.0,224.3418273833551,21.818683735396817,18.166772872272134,-8.89957096302111,-5.239837029413163,-16.973424536531205,-9.408574577313237,-13.160666027851533,-6.757669270620438,2.8624584137265385,25,0,0,1,0,2,0,1,1,7,0,37,36,4,0,15,8,0,10,16,9,2,2,0,0,7,1,3,3,1,17,5,0,0,1,3,0,0,0,0,0,0,True,2qbp
2,2.7100778888445083,952.4518215303486,38690.13567486023,-1.1,6.590574849476891,3.448217826210105,1.2717601520457253,14.765066523458982,9.3411117128495,11.466852717946097,6.081977695204896,2.990640995997497,2.0914921619985574,1.432490960657126,9.79520719091073,5.707189626651118,4.76719066817561,3.95495855328039,3.000116599038917,3.444600000000001,67.76670000000001,271.12799999999993,269.9421391080001,16,267.096,1,3,3,1,6,0,80,0,3,0,0,2,0,0,1,0,0,3,0.0,0,0,45.75,109.3203846019886,4.977003270229252,4.794537184071822,4.9839785209472085,0.0,11.336785877934737,23.20187978046503,12.08483741532659,5.386224214464796,29.30677608787468,6.0706784726393215,1.4118420783282006,0.0,5.559266895052008,0.0,5.524117746838861,0.0,9.960981791176462,0.0,0.0,0.0,38.7872798358993,0.0,0.0,54.84143042341903,5.559266895052008,9.960981791176462,0.0,0.0,4.1122756685106605,23.18274631336464,11.457108705810853,20.30276476501926,0.0,0.0,0.0,34.53866565839977,11.862638609018234,37.7329488913594,9.676923186698353,11.336785877934737,0.0,0.0,0.0,4.9839785209472085,28.72599752730389,4.794537184071822,0.0,30.826273935500126,16.182746913580246,0.2624152809271867,-0.5599124464600653,0.0,-0.4858629377676993,-0.5316021038044847,0.0,0.0,13.028163580246911,10,0,2,0,0,1,0,0,2,1,0,16,6,1,0,8,7,0,0,4,3,0,0,0,0,3,0,0,0,2,11,0,0,0,1,2,0,0,0,0,4,2,True,3jya
3,2.316339238836385,2000.594536163329,22305676240.705315,-3.939999999999998,6.5306266184134785,8.200376189710644,4.544433342819379,40.70170592217177,23.353629710818453,36.421847543855286,18.433071437383738,5.353853529703535,3.2906678169275008,2.05091415652063,14.421847543855284,7.591430650883869,5.353853529703535,3.2906678169275008,2.05091415652063,4.512000000000004,115.36500000000001,406.44199999999984,406.1641051840006,30,384.26600000000025,3,8,4,3,8,3,154,3,3,0,0,0,0,0,3,0,0,3,0.18181818181818182,0,0,113.37,204.03907793772913,5.309813353288376,20.327671599229824,10.213353330464251,0.0,0.0,62.85260730553009,22.886052099188166,34.89237291105407,24.31828288520343,0.0,4.235526234984602,0.0,11.594566004035068,6.031114512338072,44.792324219180124,0.0,10.837632292784859,0.0,25.970666821283817,5.309813353288376,81.66540832879251,0.0,0.0,34.08551521998629,16.147445646073233,16.86160529050725,5.41499046939678,10.114318268765572,62.521529086587094,60.42418707663295,4.235526234984602,10.772448428929591,0.0,16.169309733438947,0.0,0.0,152.67802879618796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.279938802218776,19.703392636909214,0.0,176.17843181821365,37.17943701294463,10.1778342832122,-12.933526934719914,-2.2382314209226193,-14.651037099226391,0.0,-12.712907659501674,0.0,0.0,22,0,0,0,0,0,0,4,0,4,0,30,34,3,0,9,8,0,3,13,8,0,0,1,1,4,0,6,4,0,16,0,0,0,0,3,0,0,0,0,2,1,True,3jvs
4,1.8035219107317382,2634.79281454785,4089588665576.771,-5.23,10.499595352563754,11.87781844431351,6.560446303521171,45.40844822442881,27.68987079954975,39.66659700893653,20.40133249321816,6.586895629346429,4.10901005494442,2.541582882987796,19.422525954954985,10.437656179727512,6.964860102355656,4.297992291449034,2.683319560366257,2.8752000000000004,143.51809999999983,540.9750000000012,540.1537475920006,39,519.8070000000004,3,12,9,3,13,9,194,2,5,0,0,2,0,0,3,0,0,5,0.07692307692307693,0,0,156.26,256.32131641710413,10.619626706576751,9.589074368143644,0.0,9.888212780082096,15.296045424903113,41.81303342854899,69.55260947834023,37.00343633152427,26.24876461723686,13.692022738486092,2.8236841566564013,19.050606035031137,0.0,0.0,38.498254614192206,0.0,46.13422684523819,0.0,12.390817369679024,5.309813353288376,101.0140042490967,0.0,17.075242264380485,35.154757369654654,10.619626706576751,58.656665419002465,15.961999269473022,0.0,35.800556994457956,84.86446795196136,9.258159548725928,23.12731401041605,0.0,5.687386274683562,0.0,11.600939890232516,164.65350806915512,5.206409844936912,4.681802935145185,0.0,0.0,0.0,0.0,30.936200711867716,39.139361580110865,10.959832924313863,0.0,177.2922964215802,28.580116157866456,17.72113886438317,-5.527651283746129,-5.462672807640417,-21.910580454226615,-5.118947825471076,0.0,0.0,6.037412038365567,26,0,1,0,0,0,0,2,8,2,0,39,33,3,0,14,14,0,9,14,12,0,0,0,0,3,0,6,2,6,22,0,0,0,2,3,0,0,0,0,0,0,True,4crc
5,2.2248698654813737,3251.1557243326693,9761960107348256.0,-4.5200000000000005,11.284597366101599,15.852669808479755,9.277440013004039,64.58002109968263,36.54296429001704,57.443547943945596,28.87766388940323,7.921891989110336,4.867304803022173,2.825746625447049,24.015973470891776,13.565196522713402,9.840811618074792,6.276402856160726,3.9285143228173216,1.7970800000000018,173.8736999999997,682.2030000000013,681.213630552001,47,645.915,7,13,9,5,15,16,248,3,3,1,1,0,1,1,3,0,0,4,0.3125,0,0,209.74,327.3732488566476,31.695833342679826,14.383611552215466,8.417796984328938,9.977011168472618,0.0,47.855452136212286,59.64829781606621,30.456647502309593,68.5426136894993,24.844507161624193,2.8236841566564013,27.744830341462098,0.0,0.0,75.80240561140808,5.261891554738487,20.234656051161362,11.439433951452546,55.20953809697161,13.534812143198533,93.74304506482557,0.0,11.818733146076179,39.345770231694615,31.511043225563476,56.609842983131756,37.40062207425493,11.33111286753076,85.91959585567679,71.36208925981401,14.905527862038731,0.0,0.0,0.0,5.749511833283905,11.600939890232516,227.6558274823557,0.0,0.0,0.0,6.069221312792274,0.0,0.0,4.736862953800049,57.12355689895566,26.010280019551505,4.794537184071822,324.3742792551021,40.86434072810043,4.967870730530978,-6.955846711646997,-11.66919489035532,-28.33078681737089,-17.891871036066863,-13.999426676862115,-10.709492134534257,5.9612386642141395,32,0,1,0,0,1,0,6,1,6,0,47,56,5,1,14,9,0,16,19,13,0,0,0,0,7,2,9,6,0,19,4,0,0,1,3,0,0,0,0,0,0,True,3utu
6,1.884294809887194,1701.0712298854671,372052391.0924007,-3.0799999999999987,5.4591039275100535,4.5063085182428315,1.6722148650430222,29.643381700969833,18.21066707648408,27.08020675735541,14.553813555105389,5.312231931308194,3.9758480104856453,2.8994338646610576,12.080206757355409,7.05381355510539,5.312231931308194,3.9758480104856453,2.8994338646610576,3.9140000000000024,93.73700000000002,333.3429999999998,333.1001079600004,25,318.22300000000007,0,5,5,0,5,1,124,0,3,0,3,0,0,3,3,0,0,6,0.2,0,0,40.160000000000004,164.901008945043,23.847361546050674,0.0,0.0,0.0,0.0,12.08483741532659,35.11935053681497,34.09808945096764,16.65345472404532,5.483034224680881,22.99804733313562,13.490091169006394,0.0,0.0,39.50883015775351,0.0,0.0,0.0,6.496859684315945,25.36582780013912,41.81796373767676,0.0,34.12495031652961,16.459834703613154,23.847361546050674,20.46591806928864,6.496859684315945,0.0,26.124829834250292,36.25451224597977,0.0,21.899351412323583,0.0,5.687386274683562,22.99804733313562,0.0,119.36552651142412,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,39.50883015775351,0.0,0.0,145.6576985585691,0.1869000377928951,-1.09478561717897,-2.5769861084866026,-2.561699171939972,-4.6178479589277295,0.0,-12.32661307316203,0.0,0.0,20,0,0,0,0,0,0,0,1,0,4,25,16,0,0,21,8,0,1,9,5,0,0,0,0,0,0,0,1,4,17,3,0,0,2,4,0,0,0,0,10,5,True,3arv
7,3.6556621587893083,467.10996603622215,13679.371017128025,-1.06,1.571153344803631,2.682444775524748,1.4623920173718192,15.773502691896258,9.106836025229589,14.9189910556895,7.211961284838863,1.6359508759298782,0.8893398559195571,0.44466992795977855,4.9189910556895,2.528679711839114,1.6359508759298782,0.8893398559195571,0.44466992795977855,0.18479999999999974,41.97020000000001,137.18600000000006,137.095297352,10,126.09799999999998,6,3,3,3,3,4,54,0,1,0,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,78.06,74.21406212003987,17.15915092717882,0.0,0.0,0.0,0.0,12.08483741532659,17.648288907023584,5.687386274683562,11.648809836815406,5.6473683133128025,2.8236841566564013,0.0,0.0,0.0,13.954086694650083,0.0,0.0,11.439433951452546,6.165775612134527,5.719716975726273,29.733126322350174,0.0,0.0,5.687386274683562,17.15915092717882,0.0,0.0,0.0,17.2122613285124,24.16967483065318,8.471052469969203,0.0,0.0,5.687386274683562,0.0,0.0,41.58628820916826,17.15915092717882,0.0,0.0,0.0,0.0,0.0,0.0,13.954086694650083,0.0,0.0,73.28602796674225,0.0,0.0,-1.3652569916855626,0.0,-2.825555555555554,-1.7618820861677997,0.0,0.0,0.0,7,0,0,0,0,0,0,3,0,0,0,10,14,0,0,3,3,0,4,3,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,True,3gy4
8,3.8806947059509245,684.8523072588687,35926.59785137782,-1.56,2.7125481733125407,3.4422377324311353,1.9678539856729151,18.59385812713468,9.991923061470668,16.066385657891463,7.754621396780619,1.9706102576339322,1.1067475112087095,0.5576077401905898,6.0663856578914634,2.9657670147807873,1.9706102576339322,1.1067475112087095,0.5576077401905898,-1.4860799999999987,42.08160000000001,187.17500000000007,187.07133325209,13,176.087,5,6,3,3,6,5,72,0,1,0,0,1,0,0,0,0,0,1,0.42857142857142855,0,0,110.93999999999998,87.5956053078038,15.342364056822372,4.794537184071822,4.794537184071822,5.149688006407489,0.0,0.0,6.851892117295679,13.226717682180478,5.563451491696996,7.131005975044663,6.017892468349645,1.4118420783282006,5.559266895052007,10.204831522936452,34.00882089122831,0.0,5.149688006407489,0.0,19.242709486974704,0.0,21.677502989695267,0.0,0.0,5.969305287951849,11.272008620060324,22.24341315754969,11.167462085401201,6.851892117295679,19.548250247592755,9.31763212104517,5.6473683133128025,0.0,0.0,0.0,0.0,0.0,52.9574103119658,0.0,0.0,0.0,0.0,0.0,0.0,4.523094936973348,18.978447045174825,9.589074368143644,0.0,76.97656084656084,23.04084939531368,8.599452475434617,-6.273260582010582,-3.856530139833711,-3.969212962962964,-3.8187500000000014,-3.282442365835223,0.0,0.0,7,0,0,0,0,0,0,1,1,3,1,13,16,2,0,3,2,0,5,9,5,1,1,0,1,3,0,1,4,1,4,0,0,0,1,0,0,0,0,0,0,0,True,1p1q
9,2.1107380841752748,2086.495697129226,3027028944.6088047,-3.299999999999999,7.50748770642905,7.264918913540942,3.69379224480438,35.38386867697599,20.73855229982924,30.791130529283052,15.805899974809828,5.152566501290131,3.3508168937122362,2.2109306979390864,14.60762711021078,8.798749708110513,6.656064178680101,4.336429806318718,2.9201710323471235,2.9592,106.36530000000006,414.43899999999985,414.0885572960005,29,396.2950000000002,2,8,6,2,9,8,150,0,4,0,0,2,0,0,2,0,0,4,0.15,0,0,110.77000000000001,189.84755031116518,18.827640933485455,4.794537184071822,13.132916598063069,0.0,0.0,18.127256122989884,30.212093538316473,28.025495849057613,35.46694904192206,19.24123373757029,0.0,5.0922794026952225,10.023291153407584,5.969305287951849,50.816854431146616,0.0,9.282219261525487,0.0,18.085998771327112,7.037952458882589,60.07569636381811,0.0,5.749511833283905,37.86476572954753,9.45198256753418,31.098681773795434,27.8115477061113,0.0,27.626064893571975,63.89119870871822,1.4118420783282006,21.872169288188097,0.0,0.0,5.749511833283905,0.0,133.52904477059337,4.567099647791355,0.0,0.0,0.0,0.0,0.0,4.736862953800049,27.761129914105062,18.318861563241462,0.0,172.01948496650763,12.02221933154107,6.255237837514986,-3.639049065945329,-3.5715400578818572,-9.986779466109304,0.0,-7.953192980793996,-9.146380564833194,0.0,20,0,0,0,0,1,0,1,1,5,1,29,26,3,0,10,10,0,8,14,8,1,1,0,0,4,1,2,4,1,17,0,0,0,2,2,0,0,0,0,4,2,True,3ivg
10,2.9028695095144514,836.6026338844123,106626.57001598261,-1.9699999999999995,3.555394485359485,3.647999361417186,1.786155055582458,18.610365985079728,10.786416812978906,16.171958466891546,8.244227523909636,2.5195870727202436,1.5943051714412724,1.024545395850657,7.171958466891548,3.744227523909637,2.5195870727202436,1.5943051714412724,1.024545395850657,2.0685,54.10580000000002,206.19700000000003,206.0579088,15,196.11699999999996,1,4,3,1,4,4,78,0,2,0,0,1,0,0,1,0,0,2,0.18181818181818182,0,0,59.67,98.71625884175577,14.260541285694103,4.794537184071822,0.0,0.0,0.0,0.0,12.08483741532659,19.733611526165525,27.87464333207403,12.703290531096368,0.0,0.0,0.0,5.969305287951849,31.3919054752979,0.0,0.0,0.0,6.372924901329379,7.037952458882589,29.92992224952762,0.0,5.749511833283905,16.938549644058888,4.736862953800049,18.113785141675145,11.167462085401201,0.0,17.900278497228975,28.783621694883973,0.0,10.969244356107037,0.0,0.0,5.749511833283905,0.0,66.02886108708238,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,21.86050533742603,4.794537184071822,0.0,76.65230858660038,11.097040795504,8.424572457464775,-1.4186956727135298,-2.7475319402452336,-2.4467106009070276,-4.047692743764175,0.0,-3.013290881939195,0.0,11,0,0,0,0,0,0,0,0,3,1,15,14,1,0,5,5,0,4,8,4,1,1,0,0,2,1,1,2,1,8,0,0,0,1,1,0,0,0,0,2,1,True,4ddh
