,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,sanitize,set,protein
1,2.5287543429935395,1127.4858581937235,834259.2407796114,-2.4000000000000004,3.816518740460173,3.5678762641284942,1.4439590960737279,20.367360819030935,12.500682875346945,18.24988907696374,9.390192122731722,3.18777635653341,2.2123140926622678,1.4750593840708048,8.249889076963738,4.5485513362318475,3.18777635653341,2.2123140926622678,1.4750593840708048,0.5101,63.11230000000002,227.24700000000007,227.09273739209,17,216.15899999999996,4,5,2,3,5,2,84,1,3,0,0,2,0,0,1,0,0,3,0.0,0,0,75.01,111.06110404108031,0.0,10.213353330464251,15.213392896039329,0.0,0.0,18.127256122989884,17.471061629791386,0.0,18.412912206130656,11.738096479811603,1.4118420783282006,5.693927994848461,5.647177220767728,5.907179729351506,23.02606791850975,0.0,10.402794667339638,5.828719768830327,0.0,0.0,48.251811954794455,0.0,0.0,22.326805379048825,15.64823052148455,10.891158250298714,0.0,0.0,20.08377507211182,42.557883959946,4.235526234984602,16.41962564969732,0.0,0.0,0.0,0.0,54.15899168414596,27.66716156492008,0.0,4.400694606261793,0.0,0.0,0.0,4.9839785209472085,13.830836128176143,4.794537184071822,0.0,77.91304346677452,14.65983990509784,-0.4478964579659015,-0.962884017804652,-1.603451215758214,-2.8039067823844137,-1.2547448979591835,0.0,0.0,0.0,12,0,0,0,0,0,0,2,2,1,0,17,13,1,0,8,7,0,2,6,5,1,1,0,1,1,0,3,0,1,12,0,0,0,1,2,0,0,0,0,4,2,True,set1,2p98
2,1.847067540873639,2222.328350097606,57711755821.18945,-3.539999999999999,6.001346876924878,7.706060032834662,3.342814926485875,40.50518902053564,23.85258449944607,37.566385657891466,19.53999245564144,5.552520186400508,3.796506347620078,2.5212514507643466,14.566385657891464,8.039992455641443,5.552520186400508,3.796506347620078,2.5212514507643466,4.457900000000003,117.83600000000001,401.4659999999998,401.1739415960006,30,378.2820000000002,0,6,6,0,6,7,152,0,4,1,1,1,1,1,3,0,0,5,0.25,0,0,56.71000000000001,206.88973474635844,19.110498592250625,0.0,9.967957041894417,0.0,0.0,30.212093538316473,28.899704551919477,29.781461732454297,50.763119330761384,25.32152290820537,11.49902366656781,0.0,0.0,0.0,45.73803565331524,0.0,9.967957041894417,0.0,12.452942928279366,31.969534017247547,60.68514008293588,0.0,17.248535499851716,27.49323613884568,19.110498592250625,43.117599355241474,0.0,0.0,37.900371693244445,60.68514008293588,0.0,21.67537336101065,0.0,5.817862777835028,17.248535499851716,0.0,144.94947893630973,4.899909730850478,0.0,0.0,0.0,0.0,0.0,9.967957041894417,45.73803565331524,0.0,0.0,205.17010135821636,7.053145396806874,-2.365120256222365,-0.9286087529131992,-5.0116750699609875,-9.164067083135317,-9.095419886195973,-7.804341445791665,-6.854014260803743,0.0,24,0,0,0,0,0,0,0,3,3,0,30,30,0,0,16,11,0,7,9,6,0,0,0,0,0,3,0,2,2,19,4,0,0,1,4,0,0,0,0,4,2,True,set1,2ovv
3,2.3687359289982153,1773.6054328932719,10546804270.127428,-1.2000000000000002,6.3989152892562,9.081770105995744,5.235354273192112,41.610365985079724,22.50244785527201,37.07734329275614,18.64621995204633,4.493242121098595,2.7089848759678854,1.5889412258080295,15.46626540063005,9.333530739283969,7.452765349102597,4.507403439292895,3.05842333478742,0.7115999999999996,106.93450000000004,449.98199999999974,449.0845905480006,28,425.7900000000002,1,8,6,1,11,8,156,2,1,2,2,1,2,2,0,0,0,3,0.6470588235294118,0,0,96.02000000000001,207.15186127917764,14.536682415501005,9.589074368143644,13.132916598063069,0.0,11.336785877934737,11.600939890232516,31.68257933528103,39.44607036452157,39.60835906077102,13.447627015027491,0.0,21.837650612110593,0.0,0.0,55.68302317651594,0.0,14.514939075435088,0.0,31.633526856653727,38.313506423930576,21.29831362477352,0.0,0.0,44.77537638027785,4.715119613734132,80.38126726536277,30.722153376680655,0.0,49.629411004241454,12.08483741532659,5.7481710940738315,0.0,0.0,0.0,0.0,22.937725768167255,127.59793659290352,11.336785877934737,0.0,0.0,0.0,0.0,0.0,4.736862953800049,44.5402287604758,18.00687135247258,0.0,222.8846349621852,24.256917803591907,0.0,-4.682873074045963,-6.0585832991747015,-12.010372275489454,-8.793080627358334,-26.381483192121642,-6.771017433686306,5.66696824721044,17,0,1,0,0,2,0,1,2,4,1,28,34,4,0,14,2,0,8,13,8,0,0,0,0,5,0,2,5,2,7,7,0,0,2,1,0,0,0,0,0,0,True,set1,2uwp
4,2.8172718639419787,2459.559549049734,13516554903029.143,-0.38999999999999996,9.061504983045493,14.678135958204711,8.833225528757977,53.09097545816253,29.71409636611619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,465.31100000000026,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.61210151707994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,set1,3ccw
5,3.563757676047911,320.4630927223895,701.8677369106731,-0.98,1.050013759651828,1.6461962159398054,0.9290591797144502,10.171208396324303,6.00210641759854,9.408248290463863,4.612372435695795,0.9541241452319316,0.4770620726159658,0.2385310363079829,3.408248290463863,1.7041241452319316,0.9541241452319316,0.4770620726159658,0.2385310363079829,1.3922,28.106799999999993,94.11299999999996,94.041864812,7,88.06499999999998,1,1,1,1,1,1,36,0,1,0,0,0,0,0,1,0,0,1,0.0,0,0,20.23,50.74213013082711,5.1088081911072125,0.0,0.0,0.0,0.0,18.127256122989884,12.08483741532659,0.0,6.853792780851101,5.749511833283905,0.0,0.0,1.4311996572326342,0.0,11.962600971958313,1.4311996572326342,0.0,0.0,0.0,0.0,30.212093538316473,0.0,5.749511833283905,0.0,0.0,6.5400078483398465,0.0,0.0,6.853792780851101,30.212093538316473,0.0,0.0,0.0,0.0,5.749511833283905,0.0,35.96160537160038,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,8.284992438083735,0.0,0.0,42.490833333333335,0.0,3.9440740740740736,0.0,-0.4527777777777773,-2.482129629629628,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,1,0,7,7,0,0,3,3,0,1,2,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,True,set1,2pzv
6,2.637376773588137,1454.603358023764,201795986.66375852,-2.49,4.073292715483118,5.715864232750762,2.5211699727872516,31.99711733102786,18.420879501863748,29.671958466891546,15.099689409873458,4.009221248122284,2.6686281391983337,1.7068672617580796,10.671958466891548,5.783192828945732,4.009221248122284,2.6686281391983337,1.7068672617580796,3.3835200000000025,83.96210000000004,297.3539999999996,297.1364934680005,22,278.20199999999994,2,4,3,2,4,5,114,1,2,1,1,0,1,1,2,0,0,3,0.2777777777777778,0,0,60.77000000000001,156.04992215249345,15.117526113064901,4.794537184071822,0.0,0.0,0.0,24.16967483065318,42.809482318675016,24.876105397511218,22.5474124094084,11.49902366656781,0.0,0.0,8.769579043816774,0.0,38.315049021179995,2.8623993144652684,4.899909730850478,0.0,25.615634388304084,6.496859684315945,58.98728542873405,0.0,11.49902366656781,5.907179729351506,0.0,30.383964841197624,0.0,6.851892117295679,63.551529385065,42.29693095364306,0.0,0.0,0.0,0.0,11.49902366656781,0.0,113.4058926281239,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214425,26.165294769359008,4.794537184071822,0.0,153.92560090502215,13.476360386747288,8.274231132389119,-4.31166671633708,-4.330317695546999,-12.671303859190212,-7.9293127598261535,-7.516924726591485,0.0,0.0,18,0,0,0,0,0,0,0,1,3,0,22,25,1,0,11,6,0,5,7,4,0,0,0,0,1,2,1,1,0,13,4,0,0,1,2,0,0,0,0,0,0,True,set1,3ekr
7,7.169416935667255,532.4629291295965,94787.47712799028,-0.53,1.0472705951049215,5.270170381876186,3.4868174048208713,22.654700538379252,11.354059275497026,21.85546188596382,10.572158133981826,1.1801525644084832,0.5888654714909553,0.2631827357454776,4.8554618859638214,2.1777309429819103,1.1801525644084832,0.5888654714909553,0.2631827357454776,1.6881,42.500400000000006,143.23000000000013,143.131014164,10,126.09399999999998,2,2,1,1,2,7,60,1,0,0,0,0,0,0,0,0,0,0,0.875,0,0,43.09,86.79587039299174,5.719716975726273,4.794537184071822,0.0,0.0,0.0,26.449634037250117,12.745849802658759,26.455336027916374,0.0,0.0,2.8236841566564013,5.907179729351506,0.0,0.0,28.179599683281516,0.0,0.0,11.613674661089352,39.195483839908874,0.0,0.0,0.0,0.0,5.907179729351506,5.719716975726273,5.907179729351506,4.794537184071822,5.893957685363079,59.75686218246222,0.0,2.8236841566564013,0.0,0.0,0.0,0.0,0.0,56.71633823034973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.385062499209695,4.794537184071822,0.0,125.25613449546485,12.188092403628115,0.0,-1.0616524943310663,-6.987962962962963,0.0,-17.17385959939532,-7.804085175736964,0.0,0.0,8,0,0,0,0,0,0,1,0,1,0,10,25,1,0,0,0,0,7,3,2,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,True,set1,2cjp
8,2.307355626248307,3799.1583595343704,9.725545864856841e+24,-5.1,9.608220399488784,15.628644907449496,8.917729921225346,75.57158493124534,42.74341767492586,70.18555772028297,35.496681159300884,8.99202926905601,5.542338636710086,3.4875949735119813,24.18555772028297,12.89133019637333,8.99202926905601,5.542338636710086,3.4875949735119813,2.6837000000000026,188.26539999999954,680.8260000000017,680.3442606120913,50,634.458,6,11,7,6,11,15,262,3,4,0,1,1,0,0,3,0,1,5,0.3333333333333333,0,0,154.32,357.25592172367305,25.574106042591225,14.573052889090853,15.215290603700826,0.0,0.0,105.1495382591732,34.19018235981436,47.86550922708041,59.098754853286245,21.753128949321976,8.42473496764009,4.274241392793469,11.814359458703011,7.505082149266616,94.81773872158809,2.8623993144652684,21.022421373916387,5.41499046939678,63.5152396134947,13.534812143198533,125.10540050021548,0.0,11.257379486545457,17.907599529641427,21.040380126205758,67.20536719675019,33.568646808918395,5.41499046939678,103.65771703383338,102.8515945334275,5.6473683133128025,11.257379486545457,0.0,4.794537184071822,0.0,0.0,257.7758018686982,0.0,0.0,0.0,0.0,0.0,0.0,19.938457856961683,48.13851519024054,19.996131868418182,9.589074368143644,406.5368607173732,49.66490496605687,-0.019140702088625172,-25.781192085307882,-7.744882931513552,-39.25391746661215,-19.155119813673824,-28.297592288947687,-4.366587061953181,0.0,39,0,0,0,0,0,0,4,1,6,0,50,69,3,0,16,12,0,15,16,10,0,0,0,1,3,3,6,11,1,23,3,0,0,1,4,0,0,0,0,2,1,True,set1,2cem
9,3.838337035500941,914.1338696727495,505352.66243487113,-1.4000000000000001,3.5449695442134,5.0879819021585435,3.9953247242906955,23.325908934703556,12.762795658630163,20.580206757355413,10.090132960029045,2.36132029508367,1.2091394566698466,0.6325205780536707,8.396703338283137,5.126082612123479,3.776442160934086,1.950721080467043,1.0033113899522688,0.012600000000000222,60.20290000000002,242.3000000000001,242.072513308,16,228.18799999999996,3,5,3,2,6,6,88,1,1,0,0,0,0,0,1,0,0,1,0.3,0,0,89.25999999999999,113.08395221682123,5.309813353288376,4.794537184071822,13.549795471218923,0.0,0.0,12.08483741532659,24.021213808352964,22.94406169480316,10.378517700198655,1.4118420783282006,1.4118420783282006,15.930470882759089,0.0,0.0,31.114362442929572,0.0,5.309813353288376,5.1319984868899855,18.120300494142835,6.496859684315945,29.733126322350174,0.0,0.0,15.930470882759089,10.44181184017836,20.82183639799639,21.190753238808785,0.0,27.49368772686509,29.065158306170954,2.8236841566564013,0.0,0.0,0.0,0.0,0.0,75.59057073685642,0.0,0.0,5.1319984868899855,0.0,0.0,0.0,0.0,17.90202827452882,13.212334168400758,0.0,120.92276872984553,10.408468059884907,0.20305073774229676,-1.3499792139077853,-2.1118202237276904,-5.384192255605948,-3.6883811649659872,-7.324707283899429,-4.841874052032554,0.0,10,0,0,0,0,1,0,2,0,3,0,16,20,3,0,3,3,0,6,8,5,1,1,0,0,3,1,2,4,0,6,0,0,0,0,1,0,0,0,0,0,0,True,set1,2nmx
10,2.3105186471830264,3799.1583595343704,3.5365406235331605e+25,-5.1,9.608220399488784,15.628644907449496,8.917729921225346,75.57158493124534,42.74341767492586,70.18555772028297,35.496681159300884,9.00522587018102,5.555535237835096,3.4941932740744863,24.18555772028297,12.89133019637333,9.00522587018102,5.555535237835096,3.4941932740744863,2.6837000000000026,188.26539999999954,680.8260000000017,680.3442606120913,50,634.458,6,11,7,6,11,15,262,3,4,0,1,1,0,0,3,0,1,5,0.3333333333333333,0,0,154.32,357.25592172367305,25.574106042591225,14.573052889090853,15.215290603700826,0.0,0.0,105.1495382591732,39.27466663554505,48.47495294619818,53.404826858437765,21.753128949321976,8.42473496764009,4.274241392793469,11.814359458703011,7.505082149266616,94.81773872158809,2.8623993144652684,21.022421373916387,5.41499046939678,63.5152396134947,13.534812143198533,125.23587700336694,0.0,11.126902983393991,17.907599529641427,21.040380126205758,67.20536719675019,33.568646808918395,5.41499046939678,103.65771703383338,102.98207103657896,5.6473683133128025,11.126902983393991,0.0,4.794537184071822,0.0,0.0,257.77580186869824,0.0,0.0,0.0,0.0,0.0,0.0,19.938457856961683,48.13851519024054,19.996131868418182,9.589074368143644,406.8880481724017,49.51367309308886,-0.024861812036991005,-25.78378264112651,-7.748633200928157,-38.15947814686322,-20.42305963541551,-28.31103036747305,-4.367542128313876,0.0,39,0,0,0,0,0,0,4,1,6,0,50,69,3,0,16,12,0,15,16,10,0,0,0,1,3,3,6,11,1,23,3,0,0,1,4,0,0,0,0,2,1,True,set1,2cen
